lab,compound,sample_type,RT,sample,peak_area,note,c_real_M
L2,Methamidophos,cal,2.16,cal2,115212.3333,non-linear,9.91E-07
L2,Methamidophos,cal,2.16,cal3,310100,non-linear,4.84E-07
L2,Methamidophos,cal,2.16,cal5,74553.33333,non-linear,8.52E-08
L2,Methamidophos,cal,2.16,cal6,13603.33333,non-linear,6.39E-09
L2,Metolachlor,cal,12.12,cal1,20383333.33,non-linear,1.45E-06
L2,Metolachlor,cal,12.12,cal2,3385600,non-linear,6.75E-07
L2,Metolachlor,cal,12.12,cal3,5750000,non-linear,3.62E-07
L2,Metolachlor,cal,12.12,cal4,3621666.667,linear,2.26E-07
L2,Metolachlor,cal,12.12,cal5,1506666.667,linear,7.26E-08
L2,Metolachlor,cal,12.12,cal6,234700,linear,7.23E-09
L2,Nigericin_NH4,cal,14.25,cal1,75760,non-linear,3.47E-07
L2,Nigericin_NH4,cal,14.25,cal2,62965,non-linear,1.87E-07
L2,Nigericin_NH4,cal,14.25,cal3,12155000,non-linear,9.15E-08
L2,Nigericin_NH4,cal,14.25,cal4,1499233.333,non-linear,4.20E-08
L2,Nigericin_NH4,cal,14.25,cal5,1328333.333,non-linear,1.47E-08
L2,Nigericin_NH4,cal,14.25,cal6,850033.3333,non-linear,2.89E-09
L2,Octocrylene,cal,15.86,cal1,29136.53333,non-linear,2.30E-06
L2,Octocrylene,cal,15.86,cal2,4089.366667,non-linear,1.20E-06
L2,Octocrylene,cal,15.86,cal3,2891.666667,non-linear,7.12E-07
L2,Octocrylene,cal,15.86,cal4,2040.133333,linear,3.34E-07
L2,Octocrylene,cal,15.86,cal5,1327.266667,linear,1.16E-07
L2,Octocrylene,cal,15.86,cal6,915.5333333,linear,2.89E-08
L2,Progesterone,cal,12.45,cal1,12620666.67,non-linear,1.24E-06
L2,Progesterone,cal,12.45,cal2,2280333.333,non-linear,6.17E-07
L2,Progesterone,cal,12.45,cal3,3807000,non-linear,3.29E-07
L2,Progesterone,cal,12.45,cal4,2345666.667,linear,2.00E-07
L2,Progesterone,cal,12.45,cal5,927233.3333,linear,7.24E-08
L2,Progesterone,cal,12.45,cal6,203466.6667,linear,8.65E-09
L2,Rifaximin,cal,10.89,cal1,5885333.333,non-linear,4.90E-07
L2,Rifaximin,cal,10.89,cal2,638496.6667,non-linear,1.91E-07
L2,Rifaximin,cal,10.89,cal3,1251666.667,linear,8.71E-08
L2,Rifaximin,cal,10.89,cal4,568100,linear,4.48E-08
L2,Rifaximin,cal,10.89,cal5,169333.3333,linear,1.61E-08
L2,Rifaximin,cal,10.89,cal6,33476.66667,linear,2.69E-09
L2,Saccharin,cal,4.96,cal1,73403.33333,linear,5.27E-06
L2,Saccharin,cal,4.96,cal2,25990,linear,2.14E-06
L2,Saccharin,cal,4.96,cal3,16546.66667,linear,1.07E-06
L2,Saccharin,cal,4.96,cal4,9659.666667,linear,6.46E-07
L2,Saccharin,cal,4.96,cal5,2042.666667,linear,2.16E-07
L2,Simazine,cal,8.33,cal1,13903333.33,non-linear,2.29E-06
L2,Simazine,cal,8.33,cal2,2908526.667,non-linear,9.66E-07
L2,Simazine,cal,8.33,cal3,4567000,non-linear,4.95E-07
L2,Simazine,cal,8.33,cal4,2790000,linear,3.01E-07
L2,Simazine,cal,8.33,cal5,1070366.667,linear,9.47E-08
L2,Simazine,cal,8.33,cal6,204366.6667,linear,9.45E-09
L2,Spinosad_A,cal,8.59,cal1,3308333.333,non-linear,2.15E-07
L2,Spinosad_A,cal,8.59,cal2,435506.6667,non-linear,1.07E-07
L2,Spinosad_A,cal,8.59,cal3,609400,non-linear,5.49E-08
L2,Spinosad_A,cal,8.59,cal4,194833.3333,non-linear,2.66E-08
L2,Spinosad_A,cal,8.59,cal5,124033.3333,non-linear,8.48E-09
L2,Spinosad_A,cal,8.59,cal6,53380,non-linear,8.49E-10
L2,Sucralose_Na,cal,5.16,cal1,267000,linear,2.37E-06
L2,Sucralose_Na,cal,5.16,cal2,125400,linear,1.07E-06
L2,Sucralose_Na,cal,5.16,cal3,57586.66667,linear,4.81E-07
L2,Sucralose_Na,cal,5.16,cal4,43893.33333,linear,2.71E-07
L2,Sucralose_Na,cal,5.16,cal5,9629.666667,linear,9.62E-08
L2,Sucralose_Na,cal,5.16,cal6,551.2,non-linear,1.28E-08
L2,Sucralose_NH4,cal,5.16,cal1,272566.6667,linear,2.37E-06
L2,Sucralose_NH4,cal,5.16,cal2,108100,linear,1.07E-06
L2,Sucralose_NH4,cal,5.16,cal3,60333.33333,linear,4.81E-07
L2,Sucralose_NH4,cal,5.16,cal4,35136.66667,linear,2.71E-07
L2,Sucralose_NH4,cal,5.16,cal5,12480,linear,9.62E-08
L2,Sucralose_NH4,cal,5.16,cal6,1135.8,linear,1.28E-08
L2,TCMTB,cal,11.49,cal1,1368000,linear,1.73E-06
L2,TCMTB,cal,11.49,cal2,232433.6667,non-linear,7.08E-07
L2,TCMTB,cal,11.49,cal3,339800,linear,3.96E-07
L2,TCMTB,cal,11.49,cal4,173833.3333,linear,2.49E-07
L2,TCMTB,cal,11.49,cal5,73820,linear,7.96E-08
L2,TCMTB,cal,11.49,cal6,12460,linear,7.64E-09
L2,Tetraethylammonium,cal,5.94,cal1,8250000,non-linear,1.13E-06
L2,Tetraethylammonium,cal,5.94,cal2,819776.6667,non-linear,6.22E-07
L2,Tetraethylammonium,cal,5.94,cal3,1583333.333,non-linear,3.59E-07
L2,Tetraethylammonium,cal,5.94,cal4,91673.33333,non-linear,2.41E-07
L2,Tetraethylammonium,cal,5.94,cal5,237533.3333,non-linear,9.90E-08
L2,Tetraethylammonium,cal,5.94,cal6,37483.33333,non-linear,1.76E-08
L2,Tetrahexylammonium,cal,14.04,cal1,15460000,linear,7.52E-07
L2,Tetrahexylammonium,cal,14.04,cal2,3005000,non-linear,3.93E-07
L2,Tetrahexylammonium,cal,14.04,cal3,4299000,linear,2.17E-07
L2,Tetrahexylammonium,cal,14.04,cal4,2552000,linear,1.13E-07
L2,Tetrahexylammonium,cal,14.04,cal5,1584333.333,linear,3.31E-08
L2,Tetrahexylammonium,cal,14.04,cal6,768566.6667,linear,3.02E-09
L2,Trichlorfon,cal,5.93,cal1,1490333.333,non-linear,1.76E-06
L2,Trichlorfon,cal,5.93,cal2,90775.66667,non-linear,7.54E-07
L2,Trichlorfon,cal,5.93,cal3,299133.3333,non-linear,3.95E-07
L2,Trichlorfon,cal,5.93,cal4,76883.33333,non-linear,2.39E-07
L2,Trichlorfon,cal,5.93,cal5,59580,non-linear,7.80E-08
L2,Trichlorfon,cal,5.93,cal6,5173.333333,non-linear,7.29E-09
L2,Uracil,cal,2.1,cal1,336566.6667,non-linear,8.90E-06
L2,Uracil,cal,2.1,cal2,46244.66667,non-linear,3.61E-06
L2,Uracil,cal,2.1,cal3,136203.3333,linear,1.81E-06
L2,Uracil,cal,2.1,cal4,62360,linear,1.09E-06
L2,Uracil,cal,2.1,cal5,32646.66667,linear,3.64E-07
L2,Uracil,cal,2.1,cal6,5410.333333,linear,9.12E-08
L20,Amitrole,cal,0.79,cal1,3257.666667,non-linear,6.25E-06
L20,Amitrole,cal,0.79,cal2,1885,non-linear,2.58E-06
L20,Amitrole,cal,0.79,cal3,1041.666667,non-linear,1.34E-06
L20,Amitrole,cal,0.79,cal4,852.3333333,non-linear,7.78E-07
L20,Amitrole,cal,0.79,cal5,300,linear,2.35E-07
L20,Amitrole,cal,0.79,cal6,43.19649123,linear,2.02E-08
L20,Aspartame,cal,4.68,cal1,47899.33333,non-linear,1.72E-06
L20,Aspartame,cal,4.68,cal2,6923,non-linear,7.04E-07
L20,Aspartame,cal,4.68,cal3,4872.666667,non-linear,3.58E-07
L20,Aspartame,cal,4.68,cal4,951.6666667,non-linear,2.13E-07
L20,Aspartame,cal,4.68,cal5,578.3333333,non-linear,7.22E-08
L20,Aspartame,cal,4.68,cal6,55.66666667,non-linear,7.59E-09
L20,Atrazine,cal,8.61,cal1,458339,non-linear,1.93E-06
L20,Atrazine,cal,8.61,cal2,224447.3333,linear,8.29E-07
L20,Atrazine,cal,8.61,cal3,105782,linear,4.24E-07
L20,Atrazine,cal,8.61,cal4,59069,linear,2.48E-07
L20,Atrazine,cal,8.61,cal5,15029.33333,linear,8.51E-08
L20,Atrazine,cal,8.61,cal6,1664.333333,linear,8.73E-09
L20,Benzotriazole,cal,4.28,cal1,83237.66667,non-linear,3.90E-06
L20,Benzotriazole,cal,4.28,cal2,38843.66667,linear,1.65E-06
L20,Benzotriazole,cal,4.28,cal3,19994.33333,linear,8.47E-07
L20,Benzotriazole,cal,4.28,cal4,11694,linear,5.02E-07
L20,Benzotriazole,cal,4.28,cal5,3281.666667,linear,1.60E-07
L20,Benzotriazole,cal,4.28,cal6,422.6666667,linear,1.62E-08
L20,Butocarboxim_H,cal,7.9,cal1,502.3451369,non-linear,1.98E-06
L20,Butocarboxim_H,cal,7.9,cal2,280.9356153,linear,1.00E-06
L20,Butocarboxim_H,cal,7.9,cal3,137.4580277,linear,5.01E-07
L20,Butocarboxim_H,cal,7.9,cal4,76.03667482,linear,2.92E-07
L20,Caffeine,cal,3.79,cal1,50273.66667,non-linear,3.06E-06
L20,Caffeine,cal,3.79,cal2,21317.66667,linear,1.24E-06
L20,Caffeine,cal,3.79,cal3,10193.33333,linear,5.79E-07
L20,Caffeine,cal,3.79,cal4,5828.333333,linear,3.34E-07
L20,Caffeine,cal,3.79,cal5,1695.666667,linear,1.02E-07
L20,Caffeine,cal,3.79,cal6,233.6666667,linear,1.09E-08
L20,Carbamazepine,cal,7.9,cal1,72934,linear,1.67E-06
L20,Carbamazepine,cal,7.9,cal2,40606.33333,linear,7.96E-07
L20,Carbamazepine,cal,7.9,cal3,17200.66667,linear,4.20E-07
L20,Carbamazepine,cal,7.9,cal4,10932.33333,linear,2.59E-07
L20,Carbamazepine,cal,7.9,cal5,2696.666667,linear,9.22E-08
L20,Carbamazepine,cal,7.9,cal6,317,linear,7.64E-09
L20,Chlormequat,cal,0.9,cal1,26929.33333,non-linear,1.87E-06
L20,Chlormequat,cal,0.9,cal2,8299.333333,linear,1.11E-06
L20,Chlormequat,cal,0.9,cal3,5361.333333,linear,6.51E-07
L20,Chlormequat,cal,0.9,cal4,2398.666667,linear,4.30E-07
L20,Chlormequat,cal,0.9,cal5,655.3333333,linear,1.51E-07
L20,Chlormequat,cal,0.9,cal6,51.33333333,linear,1.89E-08
L20,Chlorothiazide,cal,3.43,cal1,5490.666667,linear,1.53E-06
L20,Chlorothiazide,cal,3.43,cal2,2433.666667,linear,6.60E-07
L20,Chlorothiazide,cal,3.43,cal3,1039.666667,linear,3.46E-07
L20,Chlorothiazide,cal,3.43,cal4,658,linear,1.99E-07
L20,Chlorothiazide,cal,3.43,cal5,262,linear,6.90E-08
L20,Chlorothiazide,cal,3.43,cal6,53.66666667,linear,9.18E-09
L20,Clarithromycin_H,cal,8.99,cal1,71027.66667,non-linear,5.08E-07
L20,Clarithromycin_H,cal,8.99,cal2,3201,non-linear,2.50E-07
L20,Clarithromycin_H,cal,8.99,cal3,3289.666667,non-linear,1.34E-07
L20,Clarithromycin_H,cal,8.99,cal4,544.3333333,non-linear,7.98E-08
L20,Clarithromycin_H,cal,8.99,cal5,198.3333333,non-linear,2.48E-08
L20,Dichlorvos,cal,7.57,cal1,23357,linear,2.18E-06
L20,Dichlorvos,cal,7.57,cal2,12159.66667,linear,8.80E-07
L20,Dichlorvos,cal,7.57,cal3,4544,linear,4.38E-07
L20,Dichlorvos,cal,7.57,cal4,3053.333333,linear,2.72E-07
L20,Dichlorvos,cal,7.57,cal5,845,linear,8.53E-08
L20,Dichlorvos,cal,7.57,cal6,134,linear,7.13E-09
L20,Dimethyl_phthalate,cal,7.79,cal1,34629.66667,linear,2.31E-06
L20,Dimethyl_phthalate,cal,7.79,cal2,12391.33333,linear,9.63E-07
L20,Dimethyl_phthalate,cal,7.79,cal3,5612.666667,linear,5.04E-07
L20,Dimethyl_phthalate,cal,7.79,cal4,3382,non-linear,3.09E-07
L20,Dimethyl_phthalate,cal,7.79,cal5,1318.333333,non-linear,8.73E-08
L20,Dimethyl_phthalate,cal,7.79,cal6,781,non-linear,1.00E-08
L20,Diphenyl_phthalate,cal,13.28,cal1,2225.666667,non-linear,1.34E-06
L20,Diphenyl_phthalate,cal,13.28,cal2,294.3333333,non-linear,6.44E-07
L20,Diphenyl_phthalate,cal,13.28,cal3,71.33333333,non-linear,3.82E-07
L20,Diphenyl_phthalate,cal,13.28,cal4,39,non-linear,2.07E-07
L20,Efavirenz,cal,12.01,cal1,428,non-linear,1.33E-06
L20,Efavirenz,cal,12.01,cal2,85.33333333,non-linear,5.86E-07
L20,Emamectin_B1a,cal,13.37,cal1,3904,non-linear,2.04E-07
L20,Emamectin_B1a,cal,13.37,cal2,252.3333333,linear,9.73E-08
L20,Emamectin_B1a,cal,13.37,cal3,109.6666667,linear,4.87E-08
L20,Emamectin_B1a,cal,13.37,cal4,65.66666667,linear,2.35E-08
L20,Haloperidol,cal,7.9,cal1,290148.3333,non-linear,5.96E-07
L20,Haloperidol,cal,7.9,cal2,9813.666667,non-linear,2.90E-07
L20,Haloperidol,cal,7.9,cal3,24396,non-linear,1.49E-07
L20,Haloperidol,cal,7.9,cal4,2950.666667,non-linear,8.94E-08
L20,Haloperidol,cal,7.9,cal5,1404.333333,non-linear,2.62E-08
L20,Haloperidol,cal,7.9,cal6,57.5,non-linear,2.20E-09
L20,Histamine,cal,0.67,cal1,147.6666667,non-linear,5.59E-06
L20,Histamine,cal,0.67,cal2,41.66666667,non-linear,1.40E-06
L20,Imazalil,cal,8.47,cal1,226196.3333,non-linear,8.73E-07
L20,Imazalil,cal,8.47,cal2,12810.66667,non-linear,4.20E-07
L20,Imazalil,cal,8.47,cal3,18122.33333,non-linear,2.19E-07
L20,Imazalil,cal,8.47,cal4,3559,non-linear,1.26E-07
L20,Imazalil,cal,8.47,cal5,1535.666667,non-linear,3.93E-08
L20,Imazalil,cal,8.47,cal6,43.33333333,non-linear,3.32E-09
L20,L-phenylalanine,cal,2.48,cal1,4351.333333,non-linear,3.10E-06
L20,L-phenylalanine,cal,2.48,cal2,2157.666667,non-linear,1.23E-06
L20,L-phenylalanine,cal,2.48,cal3,1076.666667,linear,6.09E-07
L20,L-phenylalanine,cal,2.48,cal4,669.6666667,linear,3.58E-07
L20,L-phenylalanine,cal,2.48,cal5,217.6666667,linear,1.21E-07
L20,L-phenylalanine,cal,2.48,cal6,45.66666667,linear,1.38E-08
L20,Methamidophos,cal,2.08,cal1,5248.666667,non-linear,2.23E-06
L20,Methamidophos,cal,2.08,cal2,2475.333333,non-linear,9.91E-07
L20,Methamidophos,cal,2.08,cal3,1272.333333,linear,4.84E-07
L20,Methamidophos,cal,2.08,cal4,809,linear,2.92E-07
L20,Methamidophos,cal,2.08,cal5,256.3333333,linear,8.52E-08
L20,Metolachlor,cal,11.75,cal1,41859.66667,linear,1.45E-06
L20,Metolachlor,cal,11.75,cal2,11241.33333,linear,6.75E-07
L20,Metolachlor,cal,11.75,cal3,3840.666667,linear,3.62E-07
L20,Metolachlor,cal,11.75,cal4,1866,non-linear,2.26E-07
L20,Metolachlor,cal,11.75,cal5,517.3333333,non-linear,7.26E-08
L20,Metolachlor,cal,11.75,cal6,259.6666667,non-linear,7.23E-09
L20,Progesterone,cal,12.14,cal1,6489.333333,non-linear,1.24E-06
L20,Progesterone,cal,12.14,cal2,1138.333333,non-linear,6.17E-07
L20,Progesterone,cal,12.14,cal3,404.3333333,non-linear,3.29E-07
L20,Progesterone,cal,12.14,cal4,231,non-linear,2.00E-07
L20,Progesterone,cal,12.14,cal5,92.33333333,non-linear,7.24E-08
L20,Progesterone,cal,12.14,cal6,64.66666667,non-linear,8.65E-09
L20,Rifaximin,cal,10.86,cal1,1808.333333,linear,4.90E-07
L20,Rifaximin,cal,10.86,cal2,620.3333333,linear,1.91E-07
L20,Rifaximin,cal,10.86,cal3,220.3333333,linear,8.71E-08
L20,Rifaximin,cal,10.86,cal4,127.3333333,linear,4.48E-08
L20,Simazine,cal,7.24,cal1,397863.6667,non-linear,2.29E-06
L20,Simazine,cal,7.24,cal2,205113.6667,linear,9.66E-07
L20,Simazine,cal,7.24,cal3,98075.66667,linear,4.95E-07
L20,Simazine,cal,7.24,cal4,54805,linear,3.01E-07
L20,Simazine,cal,7.24,cal5,15513.33333,linear,9.47E-08
L20,Simazine,cal,7.24,cal6,1672,linear,9.45E-09
L20,Spinosad_A,cal,11.87,cal1,5419,non-linear,2.15E-07
L20,Spinosad_A,cal,11.87,cal2,660.6666667,non-linear,1.07E-07
L20,Spinosad_A,cal,11.87,cal3,275,non-linear,5.49E-08
L20,Spinosad_A,cal,11.87,cal4,78,non-linear,2.66E-08
L20,Sucralose_Na,cal,4.46,cal1,3284,non-linear,2.37E-06
L20,Sucralose_Na,cal,4.46,cal2,1730.333333,non-linear,1.07E-06
L20,Sucralose_Na,cal,4.46,cal3,844.3333333,non-linear,4.81E-07
L20,Sucralose_Na,cal,4.46,cal4,499.6666667,linear,2.71E-07
L20,Sucralose_Na,cal,4.46,cal5,177.6666667,linear,9.62E-08
L20,Sucralose_Na,cal,4.46,cal6,27.33333333,linear,1.28E-08
L20,TCMTB,cal,10.97,cal1,163.6666667,non-linear,1.73E-06
L20,TCMTB,cal,10.97,cal2,0,non-linear,7.08E-07
L20,Tetraethylammonium,cal,1.36,cal1,41959,non-linear,1.13E-06
L20,Tetraethylammonium,cal,1.36,cal2,10444,non-linear,6.22E-07
L20,Tetraethylammonium,cal,1.36,cal3,6964.333333,non-linear,3.59E-07
L20,Tetraethylammonium,cal,1.36,cal4,2762.666667,non-linear,2.41E-07
L20,Tetraethylammonium,cal,1.36,cal5,816.6666667,non-linear,9.90E-08
L20,Tetraethylammonium,cal,1.36,cal6,61,non-linear,1.76E-08
L20,Tetrahexylammonium,cal,15.26,cal1,547234.3333,non-linear,7.52E-07
L20,Tetrahexylammonium,cal,15.26,cal2,16079.66667,non-linear,3.93E-07
L20,Tetrahexylammonium,cal,15.26,cal3,17518,non-linear,2.17E-07
L20,Tetrahexylammonium,cal,15.26,cal4,7606.333333,non-linear,1.13E-07
L20,Tetrahexylammonium,cal,15.26,cal5,1260,non-linear,3.31E-08
L20,Tetrahexylammonium,cal,15.26,cal6,198.6666667,non-linear,3.02E-09
L20,Trichlorfon,cal,5.03,cal1,4431.666667,non-linear,1.76E-06
L20,Trichlorfon,cal,5.03,cal2,249,non-linear,7.54E-07
L20,Trichlorfon,cal,5.03,cal3,538.3333333,non-linear,3.95E-07
L20,Tylosin,cal,8.04,cal1,46828,non-linear,4.20E-07
L20,Tylosin,cal,8.04,cal2,1934,non-linear,1.90E-07
L20,Tylosin,cal,8.04,cal3,1288.333333,non-linear,1.01E-07
L20,Tylosin,cal,8.04,cal4,543,non-linear,5.77E-08
L20,Tylosin,cal,8.04,cal5,107.6666667,non-linear,1.93E-08
L20,Uracil,cal,1.09,cal1,3603.333333,non-linear,8.90E-06
L20,Uracil,cal,1.09,cal2,1855.666667,non-linear,3.61E-06
L20,Uracil,cal,1.09,cal3,959.3333333,linear,1.81E-06
L20,Uracil,cal,1.09,cal4,606.3333333,linear,1.09E-06
L20,Uracil,cal,1.09,cal5,191.6666667,linear,3.64E-07
L20,Vancomycin_H2,cal,3.28,cal1,934.6666667,non-linear,2.71E-07
L20,Vancomycin_H2,cal,3.28,cal2,199,non-linear,1.22E-07
L20,Vancomycin_H2,cal,3.28,cal3,141,non-linear,6.19E-08
L20,Vancomycin_H2,cal,3.28,cal4,73,non-linear,3.79E-08
L21,Aspartame,cal,5.400555556,cal1,3007512155,non-linear,1.72E-06
L21,Aspartame,cal,5.400555556,cal2,1104503125,non-linear,7.04E-07
L21,Aspartame,cal,5.400555556,cal3,866612664.7,linear,3.58E-07
L21,Aspartame,cal,5.400555556,cal4,398432293,linear,2.13E-07
L21,Aspartame,cal,5.400555556,cal5,140704801.3,linear,7.22E-08
L21,Aspartame,cal,5.400555556,cal6,13169303,linear,7.59E-09
L21,Atrazine,cal,9.784761905,cal1,23796625867,non-linear,1.93E-06
L21,Atrazine,cal,9.784761905,cal2,10544274890,non-linear,8.29E-07
L21,Atrazine,cal,9.784761905,cal3,5766232472,linear,4.24E-07
L21,Atrazine,cal,9.784761905,cal4,3396251155,linear,2.48E-07
L21,Atrazine,cal,9.784761905,cal5,1194674285,linear,8.51E-08
L21,Atrazine,cal,9.784761905,cal6,115880913.3,linear,8.73E-09
L21,Avermectin_B1a_H,cal,17.18147059,cal1,1087427.667,non-linear,1.35E-07
L21,Avermectin_B1a_H,cal,17.18147059,cal2,155043.6667,non-linear,7.02E-08
L21,Avermectin_B1a_NH4,cal,17.18147059,cal1,31241578.33,non-linear,1.35E-07
L21,Avermectin_B1a_NH4,cal,17.18147059,cal2,5083012,non-linear,7.02E-08
L21,Avermectin_B1a_NH4,cal,17.18147059,cal3,553760,non-linear,4.78E-08
L21,Benzotriazole,cal,5.727083333,cal1,9273242517,non-linear,3.90E-06
L21,Benzotriazole,cal,5.727083333,cal2,4481079636,non-linear,1.65E-06
L21,Benzotriazole,cal,5.727083333,cal3,2362078511,non-linear,8.47E-07
L21,Benzotriazole,cal,5.727083333,cal4,1440112764,linear,5.02E-07
L21,Benzotriazole,cal,5.727083333,cal5,472094420.7,linear,1.60E-07
L21,Benzotriazole,cal,5.727083333,cal6,46716903,linear,1.62E-08
L21,Butocarboxim_H,cal,7.669340659,cal1,24578964.33,non-linear,1.98E-06
L21,Butocarboxim_H,cal,7.669340659,cal2,16107688,non-linear,1.00E-06
L21,Butocarboxim_H,cal,7.669340659,cal3,11755229,non-linear,5.01E-07
L21,Butocarboxim_H,cal,7.669340659,cal4,9137926.667,linear,2.92E-07
L21,Butocarboxim_H,cal,7.669340659,cal5,4529659,linear,8.97E-08
L21,Butocarboxim_H,cal,7.669340659,cal6,607019,linear,2.56E-08
L21,Butocarboxim_NH4,cal,7.669340659,cal1,311721.3333,linear,1.98E-06
L21,Butocarboxim_NH4,cal,7.669340659,cal2,134132.6667,linear,1.00E-06
L21,Butocarboxim_NH4,cal,7.669340659,cal3,53088.66667,linear,5.01E-07
L21,Caffeine,cal,5.190666667,cal1,3138046882,non-linear,3.06E-06
L21,Caffeine,cal,5.190666667,cal2,1335909259,non-linear,1.24E-06
L21,Caffeine,cal,5.190666667,cal3,678061000.7,linear,5.79E-07
L21,Caffeine,cal,5.190666667,cal4,406630694.3,linear,3.34E-07
L21,Caffeine,cal,5.190666667,cal5,138467108,linear,1.02E-07
L21,Caffeine,cal,5.190666667,cal6,13777296,linear,1.09E-08
L21,Carbamazepine,cal,8.670676692,cal1,8964012607,non-linear,1.67E-06
L21,Carbamazepine,cal,8.670676692,cal2,4791763989,non-linear,7.96E-07
L21,Carbamazepine,cal,8.670676692,cal3,2978255058,non-linear,4.20E-07
L21,Carbamazepine,cal,8.670676692,cal4,2000486585,linear,2.59E-07
L21,Carbamazepine,cal,8.670676692,cal5,841268751.7,linear,9.22E-08
L21,Carbamazepine,cal,8.670676692,cal6,105551182.7,linear,7.64E-09
L21,Cefoperazone,cal,6.556388889,cal1,388510512,linear,5.41E-07
L21,Cefoperazone,cal,6.556388889,cal2,135955643.7,linear,2.25E-07
L21,Cefoperazone,cal,6.556388889,cal3,71408555.33,linear,1.16E-07
L21,Cefoperazone,cal,6.556388889,cal4,43239135.33,linear,6.66E-08
L21,Cefoperazone,cal,6.556388889,cal5,13939950.67,linear,2.45E-08
L21,Cefoperazone,cal,6.556388889,cal6,1228073,non-linear,3.26E-09
L21,Chlormequat,cal,2.393333333,cal1,50536981,linear,1.87E-06
L21,Chlormequat,cal,2.393333333,cal2,24696706.33,linear,1.11E-06
L21,Chlormequat,cal,2.393333333,cal3,15209164.33,linear,6.51E-07
L21,Chlormequat,cal,2.393333333,cal4,4945990.333,linear,4.30E-07
L21,Chlormequat,cal,2.393333333,cal5,1792805.667,non-linear,1.51E-07
L21,Chlormequat,cal,2.393333333,cal6,55237.66667,non-linear,1.89E-08
L21,Chlorothiazide,cal,5.143888889,cal1,306335106.3,non-linear,1.53E-06
L21,Chlorothiazide,cal,5.143888889,cal2,149583697,non-linear,6.60E-07
L21,Chlorothiazide,cal,5.143888889,cal3,89515326.33,linear,3.46E-07
L21,Chlorothiazide,cal,5.143888889,cal4,53267727.33,linear,1.99E-07
L21,Chlorothiazide,cal,5.143888889,cal5,20119446.67,linear,6.90E-08
L21,Chlorothiazide,cal,5.143888889,cal6,1902952.333,linear,9.18E-09
L21,Clarithromycin_H,cal,8.49754717,cal1,4730720855,linear,5.08E-07
L21,Clarithromycin_H,cal,8.49754717,cal2,2032728377,linear,2.50E-07
L21,Clarithromycin_H,cal,8.49754717,cal3,1185296845,linear,1.34E-07
L21,Clarithromycin_H,cal,8.49754717,cal4,594319690.7,linear,7.98E-08
L21,Clarithromycin_H,cal,8.49754717,cal5,194312761,linear,2.48E-08
L21,Clarithromycin_H,cal,8.49754717,cal6,11366970.33,non-linear,2.79E-09
L21,Clarithromycin_Na,cal,8.49754717,cal1,104129044.3,non-linear,5.08E-07
L21,Clarithromycin_Na,cal,8.49754717,cal2,55059561,linear,2.50E-07
L21,Clarithromycin_Na,cal,8.49754717,cal3,36833562.67,linear,1.34E-07
L21,Clarithromycin_Na,cal,8.49754717,cal4,17681866.33,linear,7.98E-08
L21,Clarithromycin_Na,cal,8.49754717,cal5,4566098.333,linear,2.48E-08
L21,Clarithromycin_Na,cal,8.49754717,cal6,175972.6667,non-linear,2.79E-09
L21,Dichlorvos,cal,8.6564,cal1,3129174868,linear,2.18E-06
L21,Dichlorvos,cal,8.6564,cal2,1273223600,linear,8.80E-07
L21,Dichlorvos,cal,8.6564,cal3,451327827,linear,4.38E-07
L21,Dichlorvos,cal,8.6564,cal4,367399849.3,linear,2.72E-07
L21,Dichlorvos,cal,8.6564,cal5,94480235.67,linear,8.53E-08
L21,Dichlorvos,cal,8.6564,cal6,11020503,linear,7.13E-09
L21,Dimethyl_phthalate,cal,9.042361111,cal1,4054962634,linear,2.31E-06
L21,Dimethyl_phthalate,cal,9.042361111,cal2,1581509128,linear,9.63E-07
L21,Dimethyl_phthalate,cal,9.042361111,cal3,781637771.3,linear,5.04E-07
L21,Dimethyl_phthalate,cal,9.042361111,cal4,465050197.7,linear,3.09E-07
L21,Dimethyl_phthalate,cal,9.042361111,cal5,148611873.7,linear,8.73E-08
L21,Dimethyl_phthalate,cal,9.042361111,cal6,14162604,linear,1.00E-08
L21,Dimethyl_phthalate_H,cal,9.042361111,cal1,696715851,linear,2.31E-06
L21,Dimethyl_phthalate_H,cal,9.042361111,cal2,276514639.7,linear,9.63E-07
L21,Dimethyl_phthalate_H,cal,9.042361111,cal3,133829676,linear,5.04E-07
L21,Dimethyl_phthalate_H,cal,9.042361111,cal4,79992936.33,linear,3.09E-07
L21,Dimethyl_phthalate_H,cal,9.042361111,cal5,25438508.33,linear,8.73E-08
L21,Dimethyl_phthalate_H,cal,9.042361111,cal6,2445167,linear,1.00E-08
L21,Diphenyl_phthalate,cal,14.27013605,cal1,2205106093,linear,1.34E-06
L21,Diphenyl_phthalate,cal,14.27013605,cal2,928410500.7,linear,6.44E-07
L21,Diphenyl_phthalate,cal,14.27013605,cal3,507365582.3,linear,3.82E-07
L21,Diphenyl_phthalate,cal,14.27013605,cal4,297619233,linear,2.07E-07
L21,Diphenyl_phthalate,cal,14.27013605,cal5,96000751,linear,7.88E-08
L21,Diphenyl_phthalate,cal,14.27013605,cal6,8112338,linear,1.07E-08
L21,Diphenyl_phthalate_H,cal,14.27013605,cal1,370517914.3,linear,1.34E-06
